Date,Open,High,Low,Close,Adj Close,Volume
2010-09-24,3.112,3.148,3.009,3.05,3.05,37732303
2010-09-27,3.039,3.127,2.974,3.038,3.038,53550752
2010-09-28,3.09,3.162,3.014,3.119,3.119,19146350
2010-09-29,3.175,3.324,3.133,3.319,3.319,4891390
2010-09-30,3.172,3.205,3.134,3.197,3.197,18588363
2010-10-01,3.237,3.341,3.172,3.23,3.23,82457766
2010-10-04,3.263,3.392,3.221,3.392,3.392,57635306
2010-10-05,3.222,3.317,3.176,3.176,3.176,49401308
2010-10-06,3.247,3.291,3.109,3.114,3.114,29388400
2010-10-07,3.348,3.512,3.309,3.476,3.476,36082114
2010-10-08,3.348,3.451,3.226,3.271,3.271,91435012
2010-10-11,3.454,3.573,3.382,3.394,3.394,11106171
2010-10-12,3.275,3.339,3.128,3.178,3.178,18007937
2010-10-13,3.33,3.428,3.232,3.316,3.316,18035545
2010-10-14,3.338,3.429,3.264,3.385,3.385,5550470
2010-10-15,3.32,3.363,3.218,3.309,3.309,49708347
2010-10-18,3.327,3.374,3.243,3.274,3.274,76604420
2010-10-19,3.197,3.336,3.093,3.215,3.215,66728558
2010-10-20,3.184,3.246,3.138,3.238,3.238,99043467
2010-10-21,3.209,3.266,3.049,3.226,3.226,34418335
2010-10-22,3.305,3.405,3.216,3.277,3.277,34061801
2010-10-25,3.272,3.405,3.194,3.401,3.401,76442709
2010-10-26,3.221,3.261,3.097,3.213,3.213,17500752
2010-10-27,3.19,3.296,3.112,3.123,3.123,72392467
2010-10-28,3.25,3.298,3.109,3.116,3.116,24962858
2010-10-29,3.273,3.311,3.181,3.203,3.203,95269831
2010-11-01,3.24,3.279,3.114,3.234,3.234,27975214
2010-11-02,3.275,3.417,3.228,3.263,3.263,55870369
2010-11-03,3.283,3.331,3.139,3.237,3.237,79623024
2010-11-04,3.349,3.389,3.217,3.233,3.233,15208564
2010-11-05,3.303,3.394,3.242,3.382,3.382,81913947
2010-11-08,3.283,3.427,3.231,3.298,3.298,60405900
2010-11-09,3.259,3.326,3.185,3.313,3.313,19438044
2010-11-10,3.165,3.25,3.01,3.237,3.237,4474119
2010-11-11,3.186,3.223,3.121,3.122,3.122,50769902
2010-11-12,3.204,3.294,3.114,3.198,3.198,9923820
2010-11-15,3.206,3.312,3.17,3.174,3.174,52884817
2010-11-16,3.192,3.297,3.109,3.28,3.28,41386097
2010-11-17,3.104,3.176,3.002,3.092,3.092,57479920
2010-11-18,3.079,3.149,2.931,2.947,2.947,4774764
2010-11-19,3.059,3.103,2.965,2.98,2.98,83684348
2010-11-22,3.012,3.086,2.883,2.961,2.961,11157794
2010-11-23,3.004,3.046,2.908,3.038,3.038,76435356
2010-11-24,3.029,3.152,2.994,3.103,3.103,98126420
2010-11-25,3.145,3.298,3.074,3.268,3.268,36167223
2010-11-26,3.158,3.312,3.054,3.149,3.149,29775110
2010-11-29,3.176,3.318,3.023,3.036,3.036,37543164
2010-11-30,3.173,3.281,3.032,3.275,3.275,66566539
2010-12-01,3.052,3.168,2.994,2.997,2.997,3370979
2010-12-02,3.052,3.117,2.995,3.111,3.111,36774615
2010-12-03,3.057,3.165,3.002,3.062,3.062,18992538
2010-12-06,3.21,3.301,3.059,3.061,3.061,35131423
2010-12-07,3.199,3.293,3.058,3.22,3.22,53225466
2010-12-08,3.22,3.35,3.088,3.345,3.345,66359967
2010-12-09,3.219,3.287,3.136,3.282,3.282,41586591
2010-12-10,3.146,3.217,3.051,3.078,3.078,77369881
2010-12-13,3.219,3.37,3.127,3.171,3.171,84579978
2010-12-14,3.269,3.309,3.203,3.263,3.263,38366637
2010-12-15,3.322,3.42,3.222,3.348,3.348,57364625
2010-12-16,3.264,3.416,3.227,3.367,3.367,53417151
2010-12-17,3.357,3.473,3.306,3.336,3.336,82571174
2010-12-20,3.264,3.368,3.116,3.358,3.358,68970180
2010-12-21,3.304,3.37,3.172,3.298,3.298,87571407
2010-12-22,3.451,3.533,3.358,3.506,3.506,41549514
2010-12-23,3.384,3.533,3.28,3.417,3.417,44309301
2010-12-24,3.347,3.455,3.264,3.343,3.343,23900847
2010-12-27,3.356,3.459,3.223,3.454,3.454,58679562
2010-12-28,3.324,3.37,3.186,3.293,3.293,29382377
2010-12-29,3.222,3.256,3.091,3.234,3.234,63666326
2010-12-30,3.228,3.385,3.102,3.372,3.372,67887286
2010-12-31,3.161,3.24,3.104,3.196,3.196,36486959
2011-01-03,3.193,3.302,3.118,3.219,3.219,97636240
2011-01-04,3.136,3.177,3.046,3.046,3.046,81823433
2011-01-05,3.234,3.355,3.159,3.167,3.167,34715793
2011-01-06,3.185,3.336,3.057,3.113,3.113,80611115
2011-01-07,3.167,3.272,3.094,3.127,3.127,4126919
2011-01-10,3.22,3.268,3.17,3.195,3.195,47075898
2011-01-11,3.142,3.247,3.06,3.117,3.117,45149529
2011-01-12,3.158,3.286,3.003,3.105,3.105,75464258
2011-01-13,3.242,3.327,3.18,3.242,3.242,74881146
2011-01-14,3.139,3.281,3.031,3.056,3.056,4111027
2011-01-17,3.153,3.266,3.067,3.075,3.075,53704727
2011-01-18,3.17,3.316,3.129,3.255,3.255,61992642
2011-01-19,3.222,3.335,3.127,3.239,3.239,35999778
2011-01-20,3.144,3.192,3.024,3.099,3.099,11481040
2011-01-21,3.062,3.131,2.969,3.072,3.072,13510408
2011-01-24,3.096,3.152,2.957,3.118,3.118,33485667
2011-01-25,3.116,3.26,3.049,3.139,3.139,39215646
2011-01-26,3.133,3.26,3.091,3.199,3.199,38684214
2011-01-27,3.156,3.273,3.006,3.261,3.261,46078113
2011-01-28,3.115,3.184,3.037,3.16,3.16,1177367
2011-01-31,3.131,3.185,3.028,3.095,3.095,68794555
2011-02-01,3.151,3.278,3.02,3.186,3.186,31193529
2011-02-02,3.107,3.197,3.036,3.065,3.065,39578154
2011-02-03,3.225,3.286,3.1,3.204,3.204,43569345
2011-02-04,3.257,3.37,3.207,3.367,3.367,3475476
2011-02-07,3.181,3.218,3.112,3.167,3.167,66015834
2011-02-08,3.224,3.298,3.173,3.289,3.289,61794532
2011-02-09,3.163,3.254,3.029,3.121,3.121,46105606
2011-02-10,3.214,3.265,3.153,3.265,3.265,18449877
2011-02-11,3.29,3.452,3.163,3.33,3.33,20159619
2011-02-14,3.238,3.297,3.083,3.092,3.092,25829965
2011-02-15,3.302,3.352,3.199,3.289,3.289,92969633
2011-02-16,3.331,3.391,3.226,3.271,3.271,45929302
2011-02-17,3.387,3.525,3.291,3.299,3.299,45750763
2011-02-18,3.518,3.613,3.437,3.581,3.581,42484777
2011-02-21,3.502,3.616,3.4,3.46,3.46,74941952
2011-02-22,3.451,3.488,3.333,3.456,3.456,33487630
2011-02-23,3.391,3.43,3.223,3.283,3.283,9296287
2011-02-24,3.338,3.431,3.179,3.228,3.228,30755213
2011-02-25,3.334,3.476,3.186,3.468,3.468,71036712
2011-02-28,3.359,3.512,3.206,3.317,3.317,23628948
2011-03-01,3.379,3.425,3.282,3.368,3.368,9297142
2011-03-02,3.437,3.545,3.312,3.454,3.454,90273582
2011-03-03,3.439,3.599,3.281,3.459,3.459,15405881
2011-03-04,3.541,3.631,3.45,3.616,3.616,89741446
2011-03-07,3.524,3.676,3.353,3.571,3.571,12088611
2011-03-08,3.717,3.774,3.618,3.681,3.681,81064084
2011-03-09,3.766,3.945,3.638,3.903,3.903,15909415
2011-03-10,3.703,3.851,3.561,3.614,3.614,41689102
2011-03-11,3.626,3.799,3.452,3.641,3.641,98998606
2011-03-14,3.662,3.798,3.59,3.788,3.788,11622864
2011-03-15,3.648,3.738,3.503,3.65,3.65,47139169
2011-03-16,3.702,3.878,3.588,3.825,3.825,28913451
2011-03-17,3.739,3.818,3.661,3.764,3.764,51801954
2011-03-18,3.735,3.822,3.582,3.783,3.783,63639142
2011-03-21,3.674,3.814,3.556,3.8,3.8,63712525
2011-03-22,3.564,3.709,3.434,3.509,3.509,72839926
2011-03-23,3.534,3.701,3.453,3.495,3.495,24334586
2011-03-24,3.596,3.661,3.491,3.573,3.573,61686365
2011-03-25,3.614,3.765,3.489,3.683,3.683,46774211
2011-03-28,3.525,3.664,3.433,3.485,3.485,70477118
2011-03-29,3.539,3.583,3.476,3.476,3.476,93650638
2011-03-30,3.568,3.659,3.395,3.486,3.486,91972774
2011-03-31,3.507,3.582,3.4,3.576,3.576,48480226
2011-04-01,3.52,3.598,3.381,3.532,3.532,24929836
2011-04-04,3.526,3.7,3.433,3.54,3.54,21088905
2011-04-05,3.447,3.57,3.364,3.404,3.404,64466550
2011-04-06,3.473,3.607,3.382,3.462,3.462,57368699
2011-04-07,3.514,3.686,3.421,3.466,3.466,12821079
2011-04-08,3.592,3.682,3.478,3.5,3.5,24367643
2011-04-11,3.669,3.823,3.553,3.798,3.798,79195733
2011-04-12,3.57,3.668,3.463,3.668,3.668,21134226
2011-04-13,3.505,3.662,3.451,3.486,3.486,8161778
2011-04-14,3.543,3.604,3.437,3.446,3.446,59161108
2011-04-15,3.581,3.753,3.521,3.597,3.597,89889855
2011-04-18,3.619,3.687,3.565,3.621,3.621,62729861
2011-04-19,3.9,3.99,3.716,3.772,3.772,40572127
2011-04-20,3.947,4.106,3.812,3.901,3.901,27128257
2011-04-21,4.038,4.142,3.891,3.941,3.941,40477818
2011-04-22,4.117,4.258,4.01,4.202,4.202,38270267
2011-04-25,4.173,4.289,3.98,4.2,4.2,58361096
2011-04-26,4.149,4.314,4.002,4.2,4.2,13428557
2011-04-27,4.214,4.295,4.042,4.14,4.14,25693554
2011-04-28,4.151,4.202,4.048,4.188,4.188,28289226
2011-04-29,4.133,4.224,3.933,4.215,4.215,76837007
2011-05-02,4.095,4.214,3.92,3.971,3.971,43244105
2011-05-03,4.104,4.173,3.923,3.979,3.979,40654867
2011-05-04,4.296,4.4,4.223,4.316,4.316,48965519
2011-05-05,4.138,4.246,4.052,4.07,4.07,18900155
2011-05-06,4.197,4.249,4.107,4.169,4.169,72460025
2011-05-09,4.063,4.198,3.978,4.106,4.106,30981816
2011-05-10,4.027,4.21,3.849,4.037,4.037,1096847
2011-05-11,4.117,4.183,4.071,4.108,4.108,58416397
2011-05-12,4.124,4.264,4.07,4.175,4.175,33388763
2011-05-13,4.037,4.185,3.952,4.175,4.175,80365393
2011-05-16,3.981,4.088,3.909,3.946,3.946,67173337
2011-05-17,4.038,4.192,3.96,4.112,4.112,74924965
2011-05-18,3.981,4.086,3.814,3.826,3.826,1259718
2011-05-19,4.0,4.121,3.87,3.887,3.887,94175724
2011-05-20,4.005,4.046,3.964,4.009,4.009,65272481
2011-05-23,3.955,4.104,3.848,3.875,3.875,35101958
2011-05-24,4.127,4.277,4.018,4.024,4.024,10793504
2011-05-25,4.181,4.229,4.12,4.139,4.139,11929954
2011-05-26,4.014,4.113,3.865,4.005,4.005,44556787
2011-05-27,4.031,4.229,3.877,4.125,4.125,74366641
2011-05-30,3.98,4.087,3.825,3.878,3.878,5804070
2011-05-31,4.049,4.171,3.891,4.078,4.078,11727579
2011-06-01,3.987,4.172,3.947,3.988,3.988,9130911
2011-06-02,3.98,4.134,3.788,4.0,4.0,20681323
2011-06-03,4.022,4.156,3.851,3.977,3.977,21643127
2011-06-06,4.094,4.266,3.905,4.141,4.141,87950025
2011-06-07,3.998,4.176,3.956,4.175,4.175,22221014
2011-06-08,3.973,4.085,3.785,4.066,4.066,69655539
2011-06-09,3.937,4.051,3.77,3.771,3.771,51487438
2011-06-10,3.888,3.987,3.719,3.956,3.956,2922870
2011-06-13,4.027,4.223,3.972,3.989,3.989,29253482
2011-06-14,4.062,4.216,3.901,4.201,4.201,96743537
2011-06-15,3.961,4.014,3.769,3.838,3.838,61451327
2011-06-16,4.036,4.216,3.886,4.012,4.012,17251552
2011-06-17,4.209,4.332,4.071,4.095,4.095,51835517
2011-06-20,4.298,4.353,4.092,4.121,4.121,26327158
2011-06-21,4.17,4.303,4.054,4.235,4.235,82130918
2011-06-22,4.131,4.241,3.991,4.227,4.227,17242059
2011-06-23,4.238,4.429,4.115,4.307,4.307,95592883
2011-06-24,4.18,4.256,3.982,4.178,4.178,33540643
2011-06-27,4.22,4.402,4.165,4.346,4.346,4905566
2011-06-28,4.287,4.426,4.158,4.228,4.228,27385332
2011-06-29,4.21,4.261,4.052,4.061,4.061,37555553
2011-06-30,4.207,4.413,4.032,4.033,4.033,83290953
2011-07-01,3.936,4.056,3.805,3.893,3.893,13765642
2011-07-04,3.858,3.941,3.679,3.742,3.742,95469304
2011-07-05,3.84,3.951,3.657,3.675,3.675,83641229
2011-07-06,3.746,3.912,3.699,3.737,3.737,68537410
2011-07-07,3.87,3.956,3.769,3.792,3.792,13663224
2011-07-08,3.761,3.828,3.72,3.819,3.819,67775712
2011-07-11,3.73,3.787,3.644,3.664,3.664,40348614
2011-07-12,3.742,3.824,3.624,3.732,3.732,95930691
2011-07-13,3.852,4.011,3.673,3.873,3.873,52264422
2011-07-14,3.743,3.851,3.579,3.727,3.727,44940399
2011-07-15,3.832,3.905,3.774,3.787,3.787,20235069
2011-07-18,3.835,3.899,3.782,3.819,3.819,1396873
2011-07-19,3.761,3.849,3.635,3.646,3.646,63479694
2011-07-20,3.798,3.979,3.679,3.798,3.798,30730191
2011-07-21,3.815,3.905,3.736,3.768,3.768,81153765
2011-07-22,3.771,3.958,3.598,3.8,3.8,87128503
2011-07-25,3.778,3.889,3.6,3.8,3.8,66516515
2011-07-26,3.751,3.815,3.653,3.739,3.739,53342682
2011-07-27,3.761,3.933,3.589,3.738,3.738,19072021
2011-07-28,3.813,3.921,3.716,3.795,3.795,4225045
2011-07-29,3.936,4.087,3.781,4.039,4.039,71531856
2011-08-01,3.84,4.029,3.728,3.794,3.794,31596588
2011-08-02,4.006,4.054,3.946,4.025,4.025,1614113
2011-08-03,3.852,3.905,3.671,3.848,3.848,12278175
2011-08-04,3.842,3.991,3.734,3.842,3.842,94582835
2011-08-05,3.889,3.972,3.736,3.806,3.806,87312005
2011-08-08,3.913,3.981,3.816,3.894,3.894,35673333
2011-08-09,3.866,3.911,3.824,3.832,3.832,65621408
2011-08-10,3.852,3.894,3.798,3.802,3.802,20708679
2011-08-11,3.816,3.972,3.702,3.732,3.732,37328817
2011-08-12,3.773,3.831,3.631,3.668,3.668,44005948
2011-08-15,3.839,3.949,3.749,3.85,3.85,85558004
2011-08-16,3.868,4.0,3.722,3.958,3.958,92828195
2011-08-17,3.816,3.92,3.671,3.73,3.73,74395204
2011-08-18,3.887,3.93,3.739,3.918,3.918,23127812
2011-08-19,3.913,4.075,3.797,4.062,4.062,54149641
2011-08-22,3.978,4.019,3.793,4.01,4.01,65933415
2011-08-23,4.031,4.194,3.912,4.148,4.148,71079097
2011-08-24,3.966,4.147,3.855,3.961,3.961,97353926
2011-08-25,3.923,4.03,3.852,3.865,3.865,32478923
2011-08-26,3.984,4.109,3.895,4.017,4.017,93233565
2011-08-29,4.035,4.152,3.988,4.08,4.08,87550043
2011-08-30,4.035,4.138,3.892,4.101,4.101,19838954
2011-08-31,4.046,4.23,3.965,4.229,4.229,15488140
2011-09-01,4.152,4.342,4.06,4.203,4.203,64381166
2011-09-02,4.105,4.201,3.937,4.028,4.028,94376048
2011-09-05,4.152,4.296,4.056,4.101,4.101,87857557
2011-09-06,4.137,4.332,4.056,4.057,4.057,89926517
2011-09-07,4.121,4.321,4.052,4.189,4.189,50256721
2011-09-08,4.214,4.342,4.041,4.208,4.208,51218522
2011-09-09,4.285,4.405,4.22,4.373,4.373,69825927
2011-09-12,4.357,4.449,4.234,4.342,4.342,37809162
2011-09-13,4.473,4.689,4.338,4.66,4.66,24753436
2011-09-14,4.477,4.547,4.309,4.458,4.458,69901224
2011-09-15,4.541,4.692,4.381,4.642,4.642,42960441
2011-09-16,4.515,4.611,4.323,4.366,4.366,23953028
2011-09-19,4.546,4.642,4.492,4.62,4.62,44103662
2011-09-20,4.537,4.656,4.438,4.585,4.585,83813685
2011-09-21,4.548,4.775,4.452,4.507,4.507,96694531
2011-09-22,4.604,4.66,4.531,4.555,4.555,35061343
2011-09-23,4.531,4.681,4.433,4.663,4.663,47487506
2011-09-26,4.723,4.786,4.617,4.622,4.622,36514208
2011-09-27,4.63,4.705,4.487,4.588,4.588,35095285
2011-09-28,4.52,4.645,4.355,4.446,4.446,5725421
2011-09-29,4.627,4.768,4.51,4.682,4.682,16804663
2011-09-30,4.703,4.799,4.521,4.754,4.754,52808875
2011-10-03,4.764,4.872,4.652,4.731,4.731,96387505
2011-10-04,4.826,4.891,4.722,4.794,4.794,45037416
2011-10-05,4.827,4.934,4.674,4.929,4.929,20900167
2011-10-06,4.743,4.974,4.691,4.913,4.913,70981485
2011-10-07,4.753,4.98,4.69,4.95,4.95,96269811
2011-10-10,4.691,4.801,4.566,4.669,4.669,58095519
2011-10-11,4.784,4.941,4.556,4.646,4.646,95629345
2011-10-12,4.773,4.994,4.588,4.755,4.755,18615164
2011-10-13,4.696,4.744,4.632,4.712,4.712,3767584
2011-10-14,4.668,4.866,4.463,4.507,4.507,97408972
2011-10-17,4.709,4.935,4.524,4.635,4.635,92639017
2011-10-18,4.659,4.723,4.499,4.509,4.509,5343975
2011-10-19,4.584,4.659,4.388,4.505,4.505,65045181
2011-10-20,4.609,4.832,4.488,4.773,4.773,17943676
2011-10-21,4.634,4.78,4.547,4.553,4.553,24449719
2011-10-24,4.589,4.637,4.449,4.576,4.576,75785776
2011-10-25,4.548,4.64,4.403,4.624,4.624,85618872
2011-10-26,4.572,4.7,4.428,4.492,4.492,8166511
2011-10-27,4.441,4.608,4.296,4.512,4.512,79077129
2011-10-28,4.319,4.489,4.112,4.48,4.48,46384376
2011-10-31,4.259,4.471,4.063,4.456,4.456,67020843
2011-11-01,4.243,4.334,4.052,4.118,4.118,64742986
2011-11-02,4.271,4.406,4.091,4.123,4.123,88244476
2011-11-03,4.399,4.537,4.189,4.241,4.241,81979455
2011-11-04,4.477,4.594,4.415,4.541,4.541,18948981
2011-11-07,4.465,4.54,4.373,4.494,4.494,28354099
2011-11-08,4.466,4.685,4.333,4.57,4.57,2817324
2011-11-09,4.378,4.571,4.186,4.315,4.315,45004385
2011-11-10,4.379,4.51,4.247,4.292,4.292,17540666
2011-11-11,4.356,4.505,4.182,4.37,4.37,59576518
2011-11-14,4.386,4.47,4.318,4.392,4.392,94010400
2011-11-15,4.316,4.453,4.229,4.392,4.392,44620925
2011-11-16,4.363,4.528,4.192,4.34,4.34,40015224
2011-11-17,4.499,4.637,4.424,4.496,4.496,34277948
2011-11-18,4.491,4.714,4.383,4.48,4.48,35145372
2011-11-21,4.529,4.685,4.436,4.489,4.489,77903027
2011-11-22,4.594,4.708,4.484,4.544,4.544,39633291
2011-11-23,4.56,4.746,4.385,4.419,4.419,79922884
2011-11-24,4.582,4.659,4.469,4.535,4.535,38600075
2011-11-25,4.586,4.702,4.438,4.448,4.448,37612514
2011-11-28,4.597,4.707,4.533,4.565,4.565,89217043
2011-11-29,4.528,4.651,4.337,4.571,4.571,43679739
2011-11-30,4.533,4.72,4.421,4.518,4.518,87818703
2011-12-01,4.58,4.715,4.415,4.615,4.615,15034973
2011-12-02,4.715,4.912,4.531,4.804,4.804,77552136
2011-12-05,4.808,4.967,4.72,4.864,4.864,32820073
2011-12-06,5.018,5.137,4.79,5.123,5.123,40887932
2011-12-07,4.943,5.153,4.772,4.78,4.78,54618991
2011-12-08,5.032,5.13,4.895,5.069,5.069,27217405
2011-12-09,5.053,5.149,4.966,5.141,5.141,88331155
2011-12-12,5.277,5.436,5.025,5.379,5.379,50392063
2011-12-13,5.194,5.3,4.985,5.038,5.038,57655800
2011-12-14,5.109,5.162,5.015,5.063,5.063,75135363
2011-12-15,5.051,5.232,4.932,4.984,4.984,28833645
2011-12-16,4.839,4.986,4.634,4.846,4.846,40557604
2011-12-19,4.79,4.923,4.609,4.833,4.833,99697292
2011-12-20,4.72,4.95,4.528,4.662,4.662,57989304
2011-12-21,4.736,4.892,4.605,4.76,4.76,81168484
2011-12-22,4.771,4.983,4.587,4.861,4.861,77921490
2011-12-23,4.952,5.029,4.826,4.912,4.912,38132114
2011-12-26,5.049,5.214,4.956,5.176,5.176,84009296
2011-12-27,4.993,5.216,4.817,5.125,5.125,3453969
2011-12-28,4.906,5.069,4.665,4.691,4.691,77011985
2011-12-29,4.957,5.149,4.846,5.034,5.034,86745528
2011-12-30,4.828,4.948,4.691,4.751,4.751,26791527
2012-01-02,5.008,5.077,4.823,4.965,4.965,87353224
2012-01-03,5.128,5.273,4.966,5.26,5.26,55023452
2012-01-04,5.083,5.214,4.861,5.171,5.171,93344873
2012-01-05,4.911,5.13,4.712,4.881,4.881,27939164
2012-01-06,5.047,5.147,4.985,5.032,5.032,20582017
2012-01-09,5.038,5.283,4.786,4.902,4.902,56967355
2012-01-10,5.165,5.415,4.958,5.201,5.201,82403536
2012-01-11,5.003,5.103,4.78,4.817,4.817,32840248
2012-01-12,4.945,5.063,4.767,4.93,4.93,26173623
2012-01-13,4.948,5.175,4.729,4.73,4.73,52116140
2012-01-16,4.955,5.196,4.883,4.984,4.984,34115550
2012-01-17,4.913,5.049,4.796,4.852,4.852,20705947
2012-01-18,4.977,5.091,4.753,5.081,5.081,38700586
2012-01-19,4.873,5.024,4.785,4.959,4.959,15414191
2012-01-20,4.862,5.044,4.798,4.884,4.884,62465395
2012-01-23,4.876,4.978,4.674,4.702,4.702,93021158
2012-01-24,4.928,5.122,4.714,4.925,4.925,14132347
2012-01-25,5.001,5.061,4.918,4.949,4.949,79981981
2012-01-26,4.891,4.95,4.675,4.823,4.823,34398498
2012-01-27,4.743,4.864,4.565,4.815,4.815,33478447
2012-01-30,4.867,4.984,4.717,4.881,4.881,28283890
2012-01-31,4.902,5.013,4.69,4.895,4.895,16530195
2012-02-01,4.831,4.974,4.702,4.849,4.849,51603407
2012-02-02,4.983,5.097,4.895,5.082,5.082,70556749
2012-02-03,4.997,5.085,4.89,5.072,5.072,41077017
2012-02-06,5.117,5.232,4.962,5.1,5.1,27555561
2012-02-07,5.127,5.378,4.967,5.093,5.093,25426290
2012-02-08,5.341,5.482,5.115,5.284,5.284,89976234
2012-02-09,5.531,5.685,5.301,5.373,5.373,73669393
2012-02-10,5.506,5.688,5.323,5.555,5.555,9913042
2012-02-13,5.616,5.893,5.384,5.639,5.639,5178236
2012-02-14,5.691,5.803,5.59,5.612,5.612,91062441
2012-02-15,5.85,6.068,5.78,5.837,5.837,4580509
2012-02-16,5.74,5.962,5.482,5.712,5.712,41608318
2012-02-17,5.822,6.022,5.746,5.991,5.991,54587198
2012-02-20,5.948,6.029,5.83,5.943,5.943,8572830
2012-02-21,5.741,5.954,5.524,5.817,5.817,11674487
2012-02-22,5.608,5.678,5.46,5.534,5.534,4566375
2012-02-23,5.383,5.565,5.14,5.383,5.383,18424028
2012-02-24,5.356,5.568,5.239,5.386,5.386,59284165
2012-02-27,5.436,5.536,5.379,5.482,5.482,83291840
2012-02-28,5.602,5.847,5.479,5.498,5.498,50742259
2012-02-29,5.613,5.676,5.427,5.55,5.55,68079447
2012-03-01,5.799,6.053,5.654,5.772,5.772,33305509
2012-03-02,5.641,5.801,5.464,5.574,5.574,49802721
2012-03-05,5.452,5.554,5.206,5.54,5.54,76352946
2012-03-06,5.449,5.533,5.196,5.258,5.258,97135419
2012-03-07,5.493,5.757,5.38,5.497,5.497,42369734
2012-03-08,5.492,5.563,5.336,5.452,5.452,52867466
2012-03-09,5.268,5.363,5.1,5.327,5.327,79336522
2012-03-12,5.261,5.387,5.009,5.167,5.167,17491299
2012-03-13,5.127,5.305,4.871,5.194,5.194,5516499
2012-03-14,5.198,5.363,5.097,5.325,5.325,38040207
2012-03-15,5.239,5.318,5.034,5.122,5.122,87584510
2012-03-16,5.143,5.254,5.014,5.108,5.108,49047556
2012-03-19,5.092,5.192,5.039,5.094,5.094,19156887
